entry_uuid,Category(s),Date,entry_date_dt,Entry,scrape_timestamp,entry_links,category_ids,Sources,entry_text_lower,themes
d88916a8-1657-4f92-985a-32c264426cbf,"📱 Public Statements / Tweets

","October 26, 2020",2020-10-26,"“We’re rounding the turn,” Trump said once again, this time at a rally in Allentown, Pennsylvania. “You know, all they want to talk about is Covid. By the way, on November 4, you won’t be hearing so much about it. ‘Covid Covid Covid Covid.’” Over the two past weeks, the average of new daily Covid cases in the country grew by 32 percent. The disease has killed more than 225,000 people in the United States, including over 1,000 in the two days prior.",2020-11-05 02:35:36.689781,['https://twitter.com/atrupar/status/1320748839331135489?s=20'],[3],"- [https://twitter.com/atrupar/status/1320748839331135489?s=20](https://twitter.com/atrupar/status/1320748839331135489?s=20)

","“we’re rounding the turn,” trump said once again, this time at a rally in allentown, pennsylvania. “you know, all they want to talk about is covid. by the way, on november 4, you won’t be hearing so much about it. ‘covid covid covid covid.’” over the two past weeks, the average of new daily covid cases in the country grew by 32 percent. the disease has killed more than 225,000 people in the united states, including over 1,000 in the two days prior.",['Coronavirus']
e6d635f5-324f-4307-a12a-69aa9c487b1c,"📋 Policy

","October 26, 2020",2020-10-26,"A federal judge rejected a Trump policy cutting billions of dollars in food aid to low-income Americans during the pandemic, but the administration is appealing the order. According to a Politico, Trump’s Agriculture Department has eliminated roughly $480 million in nutrition assistance for people in the state of Pennsylvania alone.",2020-11-05 02:35:36.566541,['https://www.politico.com/news/2020/10/26/trump-blocks-pandemic-food-aid-432560'],[7],"- [https://www.politico.com/news/2020/10/26/trump-blocks-pandemic-food-aid-432560](https://www.politico.com/news/2020/10/26/trump-blocks-pandemic-food-aid-432560)

","a federal judge rejected a trump policy cutting billions of dollars in food aid to low-income americans during the pandemic, but the administration is appealing the order. according to a politico, trump’s agriculture department has eliminated roughly $480 million in nutrition assistance for people in the state of pennsylvania alone.",[]
d49ed8ea-53e2-49ba-b8af-1c9c28fe151f,"🧑‍💼 Trump Staff & Administration

","October 25, 2020",2020-10-25,"“We’re not going to control the pandemic,” Trump’s chief of staff Mark Meadows told CNN — suggesting that the Trump administration had given up on any attempt to stem the spread of the virus.",2020-11-05 02:35:36.448047,['https://www.politico.com/news/2020/10/25/white-house-chief-of-staff-controlpandemic-432236'],[5],"- [https://www.politico.com/news/2020/10/25/white-house-chief-of-staff-controlpandemic-432236](https://www.politico.com/news/2020/10/25/white-house-chief-of-staff-controlpandemic-432236)

","“we’re not going to control the pandemic,” trump’s chief of staff mark meadows told cnn — suggesting that the trump administration had given up on any attempt to stem the spread of the virus.",[]
bb759a77-25d0-4254-a9f8-e50423c5514a,"📱 Public Statements / Tweets

","October 24, 2020",2020-10-24,"At a rally in Wisconsin, Trump put forth a conspiracy theory that “doctors get more money and hospitals get more money” if they classify any deaths as coronavirus deaths. Medical experts, however, say that the actual number of Covid-19 deaths has been underreported, not overreported.",2020-11-05 02:35:36.538232,['https://twitter.com/atrupar/status/1320180250920259584?s=20'],[3],"- [https://twitter.com/atrupar/status/1320180250920259584?s=20](https://twitter.com/atrupar/status/1320180250920259584?s=20)

","at a rally in wisconsin, trump put forth a conspiracy theory that “doctors get more money and hospitals get more money” if they classify any deaths as coronavirus deaths. medical experts, however, say that the actual number of covid-19 deaths has been underreported, not overreported.",['Coronavirus']
1d99f668-2329-43c8-a7e8-358b89281772,"🧑‍💼 Trump Staff & Administration

","October 24, 2020",2020-10-24,"At least five aides or advisers to Vice President Mike Pence, including chief of staff Marc Short, tested positive for the coronavirus. Despite an outbreak at the White House that infected dozens of people, most who work there have not been wearing masks. Though he has been in close contact with most of the infected staffers, Pence did not quarantine. Instead, he went on the campaign trail.",2020-11-05 02:35:36.626150,['https://www.nytimes.com/2020/10/24/us/politics/pence-virus-marc-short.html'],[5],"- [https://www.nytimes.com/2020/10/24/us/politics/pence-virus-marc-short.html](https://www.nytimes.com/2020/10/24/us/politics/pence-virus-marc-short.html)

","at least five aides or advisers to vice president mike pence, including chief of staff marc short, tested positive for the coronavirus. despite an outbreak at the white house that infected dozens of people, most who work there have not been wearing masks. though he has been in close contact with most of the infected staffers, pence did not quarantine. instead, he went on the campaign trail.",['Coronavirus']
f85c3f12-5a4d-4f51-b069-3fdc98048642,"📱 Public Statements / Tweets

","October 24, 2020",2020-10-24,"Speaking about the coronavirus at a campaign rally in North Carolina, Trump declared, “We’re doing great, we’re rounding the turn, our numbers are incredible.” The day before, more than 85,000 new cases of the coronavirus were reported in the United States — the highest number on any single day since the pandemic began.",2020-11-05 02:35:36.530247,['https://www.businessinsider.com/trump-says-us-rounding-turn-covid-19-even-cases-surge-2020-10'],[3],"- [https://www.businessinsider.com/trump-says-us-rounding-turn-covid-19-even-cases-surge-2020-10](https://www.businessinsider.com/trump-says-us-rounding-turn-covid-19-even-cases-surge-2020-10)

","speaking about the coronavirus at a campaign rally in north carolina, trump declared, “we’re doing great, we’re rounding the turn, our numbers are incredible.” the day before, more than 85,000 new cases of the coronavirus were reported in the united states — the highest number on any single day since the pandemic began.",['Coronavirus']
9275b73f-76fa-45e5-b01e-c0435bb79848,"📋 Policy

","October 22, 2020",2020-10-22,"Trump issued an executive order to take away job security from tens of thousands and possibly hundreds of thousands civil servants. Issued less than two weeks before the election, the order would allow policymaking employees to be removed from their jobs with little cause.",2020-11-05 02:35:36.570778,['https://www.washingtonpost.com/politics/trump-order-federal-civil-service/2020/10/22/c73783f0-1481-11eb-bc10-40b25382f1be_story.html'],[7],"- [https://www.washingtonpost.com/politics/trump-order-federal-civil-service/2020/10/22/c73783f0-1481-11eb-bc10-40b25382f1be_story.html](https://www.washingtonpost.com/politics/trump-order-federal-civil-service/2020/10/22/c73783f0-1481-11eb-bc10-40b25382f1be_story.html)

","trump issued an executive order to take away job security from tens of thousands and possibly hundreds of thousands civil servants. issued less than two weeks before the election, the order would allow policymaking employees to be removed from their jobs with little cause.",[]
ad6aac9d-f26a-4233-ad1d-807ede06482b,"📋 Policy

🔴 White Supremacy, Racism, Homophobia, Transphobia, & Xenophobia

","October 21, 2020",2020-10-21,"The parents of 545 children who were separated at the Mexican border under the Trump administration’s “zero tolerance” immigration policy cannot be found. Of those children, a report said, roughly 60 were under age 5 when they were taken away from their parents, who were likely deported. These children are now essentially orphaned, and most live in privately run detention centers in the United States.",2020-11-05 02:35:36.557597,['https://www.nytimes.com/2020/10/21/us/migrant-children-separated.html?referringSource=articleShare'],"[7, 2]","- [https://www.nytimes.com/2020/10/21/us/migrant-children-separated.html?referringSource=articleShare](https://www.nytimes.com/2020/10/21/us/migrant-children-separated.html?referringSource=articleShare)

","the parents of 545 children who were separated at the mexican border under the trump administration’s “zero tolerance” immigration policy cannot be found. of those children, a report said, roughly 60 were under age 5 when they were taken away from their parents, who were likely deported. these children are now essentially orphaned, and most live in privately run detention centers in the united states.",['China']
80355d94-c67d-453a-91d0-ae01c5b1b375,"💰 Trump Family Business Dealings

","October 20, 2020",2020-10-20,"The New York Times revealed that Trump maintains a secret bank account in China. During his re-election campaign, Trump has accused Joe Biden of being too soft on China because of his son Hunter’s business dealings in that country. Trump paid only $750 in federal income taxes in 2016 and 2017, but between 2013 and 2015, he paid $188,561 in taxes in China.",2020-11-05 02:35:36.612358,"['https://www.nytimes.com/2020/10/20/us/trump-taxes-china.html', 'https://www.nytimes.com/2020/10/20/us/trump-taxes-china.html']",[6],"- [https://www.nytimes.com/2020/10/20/us/trump-taxes-china.html](https://www.nytimes.com/2020/10/20/us/trump-taxes-china.html)

- [https://www.nytimes.com/2020/10/20/us/trump-taxes-china.html](https://www.nytimes.com/2020/10/20/us/trump-taxes-china.html)

","the new york times revealed that trump maintains a secret bank account in china. during his re-election campaign, trump has accused joe biden of being too soft on china because of his son hunter’s business dealings in that country. trump paid only $750 in federal income taxes in 2016 and 2017, but between 2013 and 2015, he paid $188,561 in taxes in china.",['China']
f03f74a9-ca90-4dd9-9ea6-0f892fd53c12,"📱 Public Statements / Tweets

","October 19, 2020",2020-10-19,"Trump called Anthony Fauci, the nation’s top infectious disease expert, “a disaster.” In a call with his campaign staff, the president said, “People are tired of hearing Fauci and all these idiots.” He implied that hundreds of thousands more people would have died if they relied on Fauci’s advice. At a rally in Arizona, Trump accused the media of focusing too much on the pandemic. “You turn on CNN. That’s all they cover. Covid, covid, pandemic. Covid, covid, covid. … They’re trying to talk people out of voting. People aren’t buying it, CNN, you dumb bastards.” To date, the pandemic has killed more than 219,000 Americans.",2020-11-05 02:35:36.660008,['https://www.washingtonpost.com/politics/trump-fauci-campaign-biden/2020/10/19/30b2fe58-1226-11eb-82af-864652063d61_story.html'],[3],"- [https://www.washingtonpost.com/politics/trump-fauci-campaign-biden/2020/10/19/30b2fe58-1226-11eb-82af-864652063d61_story.html](https://www.washingtonpost.com/politics/trump-fauci-campaign-biden/2020/10/19/30b2fe58-1226-11eb-82af-864652063d61_story.html)

","trump called anthony fauci, the nation’s top infectious disease expert, “a disaster.” in a call with his campaign staff, the president said, “people are tired of hearing fauci and all these idiots.” he implied that hundreds of thousands more people would have died if they relied on fauci’s advice. at a rally in arizona, trump accused the media of focusing too much on the pandemic. “you turn on cnn. that’s all they cover. covid, covid, pandemic. covid, covid, covid. … they’re trying to talk people out of voting. people aren’t buying it, cnn, you dumb bastards.” to date, the pandemic has killed more than 219,000 americans.",['Coronavirus']
39a6edd2-67cd-47a3-bb75-6a12bbd2c075,"📱 Public Statements / Tweets

","October 18, 2020",2020-10-18,"At a rally in Carson City, Nevada, Trump ridiculed Joe Biden for relying on scientists for advice during the pandemic. “He’ll listen to the scientists,” he said in a mocking tone, adding, “he will surrender your future to the virus.”",2020-11-05 02:35:36.744714,['https://nymag.com/intelligencer/2020/10/trumps-new-biden-insult-hell-listen-to-the-scientists.html'],[3],"- [https://nymag.com/intelligencer/2020/10/trumps-new-biden-insult-hell-listen-to-the-scientists.html](https://nymag.com/intelligencer/2020/10/trumps-new-biden-insult-hell-listen-to-the-scientists.html)

","at a rally in carson city, nevada, trump ridiculed joe biden for relying on scientists for advice during the pandemic. “he’ll listen to the scientists,” he said in a mocking tone, adding, “he will surrender your future to the virus.”",[]
7a4cab9f-e6e1-4a81-9256-609a9b29ba44,"📱 Public Statements / Tweets

","October 17, 2020",2020-10-17,"“Lock her up!” chanted the crowd at a Trump rally in Muskegon, Michigan, after he demanded that Gov. Gretchen Whitmer reopen the state during the pandemic. Trump responded by saying, “Lock ’em all up.” His comments came nine days after the FBI announced that it had charged 13 men in an alleged plot to attack the state’s capitol building and kidnap and potentially kill the governor.",2020-11-05 02:35:36.459422,['https://thehill.com/homenews/campaign/521563-crowd-chants-lock-her-up-about-whitmer-at-michigan-trump-rally'],[3],"- [https://thehill.com/homenews/campaign/521563-crowd-chants-lock-her-up-about-whitmer-at-michigan-trump-rally](https://thehill.com/homenews/campaign/521563-crowd-chants-lock-her-up-about-whitmer-at-michigan-trump-rally)

","“lock her up!” chanted the crowd at a trump rally in muskegon, michigan, after he demanded that gov. gretchen whitmer reopen the state during the pandemic. trump responded by saying, “lock ’em all up.” his comments came nine days after the fbi announced that it had charged 13 men in an alleged plot to attack the state’s capitol building and kidnap and potentially kill the governor.",[]
e00ea5dc-d2bc-4b0e-8820-d7c2645d9938,"📱 Public Statements / Tweets

","October 15, 2020",2020-10-15,"At a town hall forum, Trump refused to disavow QAnon, the extremist conspiracy-theory group that supports him. He also would not endorse mask-wearing, just two weeks after he was infected with the coronavirus. “I believe we’re rounding the corner,” he said, praising his administration’s response to the pandemic. Daily infections, however, exceeded 60,000 for the first time since early August.",2020-11-05 02:35:36.727931,['https://www.nytimes.com/2020/10/15/us/politics/presidential-town-halls.html'],[3],"- [https://www.nytimes.com/2020/10/15/us/politics/presidential-town-halls.html](https://www.nytimes.com/2020/10/15/us/politics/presidential-town-halls.html)

","at a town hall forum, trump refused to disavow qanon, the extremist conspiracy-theory group that supports him. he also would not endorse mask-wearing, just two weeks after he was infected with the coronavirus. “i believe we’re rounding the corner,” he said, praising his administration’s response to the pandemic. daily infections, however, exceeded 60,000 for the first time since early august.",['Coronavirus']
ec5e3de4-5196-4fe9-ba6e-ba6bc3a1d2a4,"📱 Public Statements / Tweets

🧑‍💼 Trump Staff & Administration

","October 14, 2020",2020-10-14,"Trump’s re-election campaign took Dr. Anthony Fauci’s comments out of context in an ad to make it seem as if the infectious diseases expert were praising the president. After Fauci said he had not agreed to be in the ad, Trump ridiculed him on Twitter, alluding to Fauci’s first pitch at a baseball game in July. Fauci’s “pitching arm,” he said, “is far more accurate than his prognostications.”",2020-11-05 02:35:36.684718,['https://www.axios.com/trump-fauci-coronavirus-pitching-arm-tweet-08a373cd-625b-4b45-b80c-5993652adaa2.html'],"[3, 5]","- [https://www.axios.com/trump-fauci-coronavirus-pitching-arm-tweet-08a373cd-625b-4b45-b80c-5993652adaa2.html](https://www.axios.com/trump-fauci-coronavirus-pitching-arm-tweet-08a373cd-625b-4b45-b80c-5993652adaa2.html)

","trump’s re-election campaign took dr. anthony fauci’s comments out of context in an ad to make it seem as if the infectious diseases expert were praising the president. after fauci said he had not agreed to be in the ad, trump ridiculed him on twitter, alluding to fauci’s first pitch at a baseball game in july. fauci’s “pitching arm,” he said, “is far more accurate than his prognostications.”",[]
6a6a8ba1-4551-4955-ae34-76dce481dff0,"📋 Policy

","October 13, 2020",2020-10-13,"During the coronavirus outbreak at the White House, the Trump administration backed a petition that defends the concept of herd immunity. Most medical experts say the controversial strategy of boosting immunity through widespread infection would kill millions of Americans.",2020-11-05 02:35:36.764438,['https://www.nytimes.com/2020/10/13/world/white-house-embraces-a-declaration-from-scientists-that-opposes-lockdowns-and-relies-on-herd-immunity.html'],[7],"- [https://www.nytimes.com/2020/10/13/world/white-house-embraces-a-declaration-from-scientists-that-opposes-lockdowns-and-relies-on-herd-immunity.html](https://www.nytimes.com/2020/10/13/world/white-house-embraces-a-declaration-from-scientists-that-opposes-lockdowns-and-relies-on-herd-immunity.html)

","during the coronavirus outbreak at the white house, the trump administration backed a petition that defends the concept of herd immunity. most medical experts say the controversial strategy of boosting immunity through widespread infection would kill millions of americans.",['Coronavirus']
7512fbeb-ae02-467e-8d7e-1b7b789c9ad4,"📱 Public Statements / Tweets

","October 13, 2020",2020-10-13,"Mocking his opponent, Trump tweeted a Photoshopped image of Joe Biden in a wheelchair, surrounded by elderly people in what seemed to be a nursing home. The words “Biden for president” were changed to “Biden for resident.”",2020-11-05 02:35:36.573811,['https://www.washingtonpost.com/nation/2020/10/14/trump-biden-meme-elderly-disabled/'],[3],"- [https://www.washingtonpost.com/nation/2020/10/14/trump-biden-meme-elderly-disabled/](https://www.washingtonpost.com/nation/2020/10/14/trump-biden-meme-elderly-disabled/)

","mocking his opponent, trump tweeted a photoshopped image of joe biden in a wheelchair, surrounded by elderly people in what seemed to be a nursing home. the words “biden for president” were changed to “biden for resident.”",[]
